,year,donor,recipient,coalesced_purpose_code,coalesced_purpose_name,year_purpose_total,year_total,categories
566529,2010,United States,Tajikistan,70000,"Emergency Assistance and Reconstruction, combinations of purposes",144613.0,63289379.004,Emergeny Disaster Relief
617388,2010,United States,Tajikistan,11430,Advanced tech. & managerial training,197994.0,63289379.004,Education
790213,2010,United States,Tajikistan,23010,Energy policy and admin. management,629622.0,63289379.004,Energy
789266,2010,United States,Tajikistan,24010,Financial policy and administrative management,624630.0,63289379.004,Banking/Business
917068,2010,United States,Tajikistan,14020,Water supply & sanit. - large systems,2510570.0,63289379.004,Water
2908,2010,United States,Tajikistan,91010,Administrative costs,2075548.023,63289379.004,Administrative
804965,2010,United States,Somalia,70000,"Emergency Assistance and Reconstruction, combinations of purposes",3267019.0,61695998.410000004,Emergeny Disaster Relief
725765,2010,United States,Somalia,12220,Basic health care,1411698.0,61695998.410000004,Health
725766,2010,United States,Somalia,15240,Reintegration and salw control,1979942.0,61695998.410000004,Civil Society
875824,2010,United States,Somalia,11220,Primary education,4426160.0,61695998.410000004,Education
921754,2010,United States,Somalia,25010,Business support services & institutions,2712520.0,61695998.410000004,Banking/Business
275343,2010,United States,Somalia,52010,Food aid/Food security programmes,25145.3,61695998.410000004,Food
8381,2010,United States,Somalia,91010,Administrative costs,2942359.61,61695998.410000004,Administrative
536683,2010,United States,Botswana,41010,Environmental policy and administrative management,121378.0,60661064.556,Agriculture/Env
462407,2010,United States,Botswana,16081,"Other social infrastructure and services, education and training",79867.9,60661064.556,Civil Society
20545,2010,United States,Botswana,13040,Std control including hiv/aids,57886931.066,60661064.556,Health
493131,2010,United States,"Europe, regional",23064,Nuclear power plants,95413.4,56999959.31900001,Energy
906186,2010,United States,"Europe, regional",12250,Infectious disease control,2136360.0,56999959.31900001,Health
732848,2010,United States,"Europe, regional",24010,Financial policy and administrative management,2242728.0,56999959.31900001,Banking/Business
682128,2010,United States,"Europe, regional",22010,Communications policy and administrative management,296991.0,56999959.31900001,Trans/Comm
633577,2010,United States,"Europe, regional",15152,Legislatures and political parties,544484.0,56999959.31900001,Civil Society
496245,2010,United States,"Europe, regional",31181,Agricultural education/training,97170.6,56999959.31900001,Agriculture/Env
40534,2010,United States,"Europe, regional",72010,Emergency/distress relief,39029195.92,56999959.31900001,Emergeny Disaster Relief
4900,2010,United States,"Europe, regional",91010,Administrative costs,3335660.203,56999959.31900001,Administrative
810032,2010,United States,Nepal,13020,Reproductive health care,742478.0,53917288.510000005,Health
686242,2010,United States,Nepal,31110,Agricultural policy & admin. mgmt,303921.0,53917288.510000005,Agriculture/Env
690993,2010,United States,Nepal,23064,Nuclear power plants,313305.0,53917288.510000005,Energy
705849,2010,United States,Nepal,25010,Business support services and institutions,2326430.0,53917288.510000005,Banking/Business
805428,2010,United States,Nepal,14020,Water supply & sanit. - large systems,713769.0,53917288.510000005,Water
827805,2010,United States,Nepal,15151,Elections,870185.0,53917288.510000005,Civil Society
871531,2010,United States,Nepal,11220,Primary education,1381010.0,53917288.510000005,Education
34055,2010,United States,Nepal,72040,Emergency food aid,3584589.05,53917288.510000005,Emergeny Disaster Relief
79979,2010,United States,Nepal,91010,Administrative costs,2177009.76,53917288.510000005,Administrative
279665,2010,United States,Lesotho,15111,Public finance management,97872.5,53434111.02600001,Civil Society
981657,2010,United States,Lesotho,12230,Basic health infrastructure,9006510.0,53434111.02600001,Health
426937,2010,United States,Lesotho,41040,Site preservation,64944.1,53434111.02600001,Agriculture/Env
885658,2010,United States,Lesotho,14020,Water supply & sanit. - large systems,1611500.0,53434111.02600001,Water
24789,2010,United States,"Oceania, regional",41010,Environmental policy and admin. mgmt,989.971,50581379.771,Agriculture/Env
294050,2010,United States,"Oceania, regional",15112,Decentralisation and support to subnational govt.,28511.2,50581379.771,Civil Society
547322,2010,United States,"Oceania, regional",12250,Infectious disease control,129446.0,50581379.771,Health
810034,2010,United States,"Oceania, regional",70000,"Emergency Assistance and Reconstruction, combinations of purposes",742478.0,50581379.771,Emergeny Disaster Relief
571111,2010,United States,"South Asia, regional",72010,Emergency/distress relief,49449044.0,49548041.1,Emergeny Disaster Relief
499791,2010,United States,"South Asia, regional",41030,Bio-diversity,98997.1,49548041.1,Agriculture/Env
466427,2010,United States,Burundi,31194,Agricultural co-operatives,382997.0,49147763.52200001,Agriculture/Env
913354,2010,United States,Burundi,15205,"Conflict prevention and resolution, peace and security, purpose unspecified or does not fit under any other applicable codes",2369920.0,49147763.52200001,Civil Society
894311,2010,United States,Burundi,13020,Reproductive health care,1815610.0,49147763.52200001,Health
768122,2010,United States,Burundi,25010,Business support services and institutions,1233505.0,49147763.52200001,Banking/Business
459957,2010,United States,Burundi,72040,Emergency food aid,871966.7,49147763.52200001,Emergeny Disaster Relief
7070,2010,United States,Burundi,52010,Food aid/Food security programmes,10820281.552000001,49147763.52200001,Food
67282,2010,United States,Burundi,99810,Sectors not specified,3171.87,49147763.52200001,Administrative
185852,2010,United States,Swaziland,32161,Agro-industries,13268.6,47739739.91,Agriculture/Env
438267,2010,United States,Swaziland,15240,Reintegration and salw control,69560.3,47739739.91,Civil Society
90454,2010,United States,Swaziland,13040,Std control including hiv/aids,45781331.91,47739739.91,Health
933104,2010,United States,"West Indies, regional",43010,Multisector aid,3238000.0,46243169.15,Agriculture/Env
499818,2010,United States,"West Indies, regional",24040,Informal/semi-formal financial intermediaries,98997.1,46243169.15,Banking/Business
758995,2010,United States,"West Indies, regional",11220,Primary education,2400676.0,46243169.15,Education
725785,2010,United States,"West Indies, regional",72010,Emergency/distress relief,395988.0,46243169.15,Emergeny Disaster Relief
617399,2010,United States,"West Indies, regional",15150,Strengthening civil society,197994.0,46243169.15,Civil Society
571121,2010,United States,"West Indies, regional",91010,Administrative costs,858305.0,46243169.15,Administrative
505634,2010,United States,"West Indies, regional",23064,Nuclear power plants,412906.0,46243169.15,Energy
183799,2010,United States,"West Indies, regional",13040,STD control including HIV/AIDS,21971578.4,46243169.15,Health
758915,2010,United States,"Middle East, regional",23064,Nuclear power plants,494986.0,46186615.0,Energy
955270,2010,United States,"Middle East, regional",41082,Environmental research,4900360.0,46186615.0,Agriculture/Env
1019698,2010,United States,"Middle East, regional",15240,Reintegration and salw control,39270300.0,46186615.0,Civil Society
183329,2010,United States,"Middle East, regional",91010,Administrative costs,12969.6,46186615.0,Administrative
406670,2010,United States,Azerbaijan,24005,"Banking and financial services, purpose unspecified or does not fit under any other applicable codes",57398.5,45139679.171,Banking/Business
850252,2010,United States,Azerbaijan,12250,Infectious & Parasitic disease control,1082510.0,45139679.171,Health
782941,2010,United States,Azerbaijan,33110,Trade policy and administrative management,1484957.0,45139679.171,Agriculture/Env
681729,2010,United States,Azerbaijan,16050,Multisector aid for social services,296488.0,45139679.171,Civil Society
571040,2010,United States,Azerbaijan,11430,Advanced tech. & managerial training,148496.0,45139679.171,Education
431372,2010,United States,Azerbaijan,23064,Nuclear power plants,11212994.4,45139679.171,Energy
3747,2010,United States,Azerbaijan,91010,Administrative costs,1035182.4809999999,45139679.171,Administrative
178093,2010,United States,Belarus,25010,Business support services & institutions,1002360.5,44874299.45,Banking/Business
779347,2010,United States,Belarus,23064,Nuclear power plants,30629790.0,44874299.45,Energy
762066,2010,United States,Belarus,15153,Media and free flow of information,1449811.0,44874299.45,Civil Society
758814,2010,United States,Belarus,11420,Higher education,1336462.0,44874299.45,Education
756020,2010,United States,Belarus,12250,Infectious & Parasitic disease control,485086.0,44874299.45,Health
682082,2010,United States,Belarus,31120,Agricultural development,296991.0,44874299.45,Agriculture/Env
15202,2010,United States,Belarus,91010,Administrative costs,161557.483,44874299.45,Administrative
782951,2010,United States,Bosnia-Herzegovina,33105,"Trade policy and regulations, purpose unspecified (includes trade and trade promotion activities) or does not fit under any other applicable codes",593983.0,40869888.429,Agriculture/Env
514397,2010,United States,Bosnia-Herzegovina,16020,Employment policy and administrative management,106917.0,40869888.429,Civil Society
655085,2010,United States,Bosnia-Herzegovina,24005,"Banking and financial services, purpose unspecified or does not fit under any other applicable codes",931464.0,40869888.429,Banking/Business
801062,2010,United States,Bosnia-Herzegovina,23064,Nuclear power plants,692118.0,40869888.429,Energy
385421,2010,United States,Bosnia-Herzegovina,73010,Reconstruction relief and rehabilitation,50616.2,40869888.429,Emergeny Disaster Relief
1487,2010,United States,Bosnia-Herzegovina,91010,Administrative costs,1621173.389,40869888.429,Administrative
499771,2010,United States,Nicaragua,74010,Disaster prevention and preparedness,98997.1,40723053.106000006,Emergeny Disaster Relief
332193,2010,United States,Nicaragua,12000,"Health, combination of general, basic, and population policy/reproductive health purposes",36683.4,40723053.106000006,Health
400278,2010,United States,Nicaragua,15112,Decentralisation and support to subnational govt.,5339728.6,40723053.106000006,Civil Society
423112,2010,United States,Nicaragua,23064,Nuclear power plants,63473.0,40723053.106000006,Energy
300284,2010,United States,Nicaragua,11220,Primary education,441024.1,40723053.106000006,Education
481806,2010,United States,Nicaragua,41040,Site preservation,89338.0,40723053.106000006,Agriculture/Env
796464,2010,United States,Nicaragua,25020,Privatisation,1556320.0,40723053.106000006,Banking/Business
639806,2010,United States,Nicaragua,52010,Food security programmes/food aid,668376.0,40723053.106000006,Food
837,2010,United States,Nicaragua,91010,Administrative costs,2745179.663,40723053.106000006,Administrative
199572,2010,United States,Nicaragua,14020,Water supply & sanit. - large systems,602892.6,40723053.106000006,Water
239591,2010,United States,Nicaragua,11000,"Education, combinations of purposes",213851.2,40723053.106000006,
126065,2010,United States,Nicaragua,22020,Telecommunications,7424.78,40723053.106000006,Trans/Comm
792838,2010,United States,Morocco,15100,"Government and civil society, general, combination of activities",643481.0,39735244.980000004,Civil Society
580967,2010,United States,Morocco,13040,Std control including hiv/aids,157236.0,39735244.980000004,Health
664645,2010,United States,Morocco,41082,Environmental research,266411.0,39735244.980000004,Agriculture/Env
723815,2010,United States,Morocco,25010,Business support services and institutions,391039.0,39735244.980000004,Banking/Business
758084,2010,United States,Morocco,14010,Water resources policy/admin. mgmt,492266.0,39735244.980000004,Water
960271,2010,United States,Morocco,11220,Primary education,5424050.0,39735244.980000004,Education
381151,2010,United States,Morocco,23030,Power generation/renewable sources,49498.6,39735244.980000004,Energy
278770,2010,United States,Morocco,11000,"Education, combinations of purposes",25739.2,39735244.980000004,
58090,2010,United States,Morocco,91010,Administrative costs,3306384.66,39735244.980000004,Administrative
63170,2010,United States,Morocco,21010,Transport policy & admin. management,2920.42,39735244.980000004,Trans/Comm
767248,2010,United States,Serbia,72010,Emergency/distress relief,524561.0,39707625.285,Emergeny Disaster Relief
425975,2010,United States,Serbia,41040,Site preservation,64545.1,39707625.285,Agriculture/Env
510255,2010,United States,Serbia,13040,Std control including hiv/aids,104442.0,39707625.285,Health
562849,2010,United States,Serbia,15151,Elections,141566.0,39707625.285,Civil Society
901008,2010,United States,Serbia,25020,Privatisation,1990980.0,39707625.285,Banking/Business
381179,2010,United States,Serbia,22010,Communications policy and administrative management,49498.6,39707625.285,Trans/Comm
297609,2010,United States,Serbia,23064,Nuclear power plants,475510.2,39707625.285,Energy
334,2010,United States,Serbia,91010,Administrative costs,2769512.316,39707625.285,Administrative
40404,2010,United States,Serbia,11110,Education policy and administrative management,225390.7,39707625.285,Education
712304,2010,United States,Ecuador,15152,Legislatures and political parties,361339.0,39615532.1,Civil Society
499699,2010,United States,Ecuador,11230,Basic life skills for youth & adults,98997.1,39615532.1,Education
499700,2010,United States,Ecuador,70000,"Emergency Assistance and Reconstruction, combinations of purposes",98997.1,39615532.1,Emergeny Disaster Relief
509959,2010,United States,Ecuador,91010,Administrative costs,1746550.0,39615532.1,Administrative
681715,2010,United States,Ecuador,41020,Biosphere protection,296465.0,39615532.1,Agriculture/Env
758855,2010,United States,Ecuador,24040,Informal/semi-formal financial intermediaries,494986.0,39615532.1,Banking/Business
371401,2010,United States,Ecuador,23064,Nuclear power plants,46753.4,39615532.1,Energy
370502,2010,United States,Sierra Leone,15113,Anti-corruption organisations and institutions,46528.6,35315822.730000004,Civil Society
921135,2010,United States,Sierra Leone,43010,Multisector aid,2682130.0,35315822.730000004,Agriculture/Env
829756,2010,United States,Sierra Leone,25020,Privatisation,886024.0,35315822.730000004,Banking/Business
725764,2010,United States,Sierra Leone,72010,Emergency/distress relief,395988.0,35315822.730000004,Emergeny Disaster Relief
278773,2010,United States,Sierra Leone,12250,Infectious disease control,740580.2,35315822.730000004,Health
136710,2010,United States,Sierra Leone,52010,Food security programmes/food aid,11760696.780000001,35315822.730000004,Food
765706,2010,United States,"Central Asia, regional",25020,Privatisation,518745.0,34614248.955,Banking/Business
725002,2010,United States,"Central Asia, regional",23010,Energy policy and administrative management,1596812.0,34614248.955,Energy
745972,2010,United States,"Central Asia, regional",15205,"Conflict prevention and resolution, peace and security, purpose unspecified or does not fit under any other applicable codes",452563.0,34614248.955,Civil Society
758844,2010,United States,"Central Asia, regional",22010,Communications policy and administrative management,494986.0,34614248.955,Trans/Comm
796053,2010,United States,"Central Asia, regional",33105,"Trade policy and regulations, purpose unspecified (includes trade and trade promotion activities) or does not fit under any other applicable codes",662646.0,34614248.955,Agriculture/Env
821493,2010,United States,"Central Asia, regional",11000,"Education, combinations of purposes",822072.0,34614248.955,
284149,2010,United States,"Central Asia, regional",12000,"Health, combination of general, basic, and population policy/reproductive health purposes",595944.4,34614248.955,Health
3950,2010,United States,"Central Asia, regional",91010,Administrative costs,2918503.808,34614248.955,Administrative
381088,2010,United States,"Central Asia, regional",11420,Higher education,49498.6,34614248.955,Education
401120,2010,United States,Burkina Faso,15130,Legal and judicial development,55648.3,33463436.060999993,Civil Society
351683,2010,United States,Burkina Faso,31181,Agricultural education/training,41578.8,33463436.060999993,Agriculture/Env
381028,2010,United States,Burkina Faso,72010,Material relief assistance and services,49497.6,33463436.060999993,Emergeny Disaster Relief
727721,2010,United States,Burkina Faso,21010,Transport policy & admin. management,400936.0,33463436.060999993,Trans/Comm
239547,2010,United States,Burkina Faso,91010,Administrative costs,19799.4,33463436.060999993,Administrative
547209,2010,United States,Burkina Faso,23064,Nuclear power plants,129336.0,33463436.060999993,Energy
135217,2010,United States,Burkina Faso,12250,Infectious & Parasitic disease control,9471298.36,33463436.060999993,Health
12597,2010,United States,Burkina Faso,52010,Food aid/Food security programmes,12824640.933,33463436.060999993,Food
270175,2010,United States,Myanmar,41081,Environmental education/training,24253.3,32823388.246,Agriculture/Env
841158,2010,United States,Myanmar,11220,Primary education,2771921.0,32823388.246,Education
758925,2010,United States,Myanmar,12263,Tuberculosis control,494986.0,32823388.246,Health
643393,2010,United States,Myanmar,70000,"Emergency Assistance and Reconstruction, combinations of purposes",8345161.0,32823388.246,Emergeny Disaster Relief
239585,2010,United States,Myanmar,15150,Democratic participation and civil society,3641345.9,32823388.246,Civil Society
25399,2010,United States,Myanmar,99810,Sectors not specified,5939.822,32823388.246,Administrative
792886,2010,United States,Albania,12250,Infectious & Parasitic disease control,643865.0,31665525.997,Health
650892,2010,United States,Albania,16050,Multisector aid for social services,243414.0,31665525.997,Civil Society
737758,2010,United States,Albania,25010,Business support services and institutions,1962421.0,31665525.997,Banking/Business
768492,2010,United States,Albania,23010,Energy policy and administrative management,530262.0,31665525.997,Energy
771830,2010,United States,Albania,33105,"Trade policy and regulations, purpose unspecified (includes trade and trade promotion activities) or does not fit under any other applicable codes",544484.0,31665525.997,Agriculture/Env
817531,2010,United States,Albania,11230,Basic life skills for youth and adults,791977.0,31665525.997,Education
499613,2010,United States,Albania,22005,"Communications, purpose unspecified or does not fit under any other applicable codes",346490.1,31665525.997,Trans/Comm
329,2010,United States,Albania,91010,Administrative costs,1222444.7119999998,31665525.997,Administrative
381039,2010,United States,Albania,70000,"Emergency Assistance and Reconstruction, combinations of purposes",49498.6,31665525.997,Emergeny Disaster Relief
810023,2010,United States,Jamaica,25020,Privatisation,742478.0,31262526.294999998,Banking/Business
588235,2010,United States,Jamaica,60061,Debt for development swap,414743.0,31262526.294999998,Food
653273,2010,United States,Jamaica,15100,"Government and civil society, general, combination of activities",1533465.0,31262526.294999998,Civil Society
897849,2010,United States,Jamaica,41020,Biosphere protection,1907080.0,31262526.294999998,Agriculture/Env
570690,2010,United States,Jamaica,72010,Material relief assistance and services,148250.0,31262526.294999998,Emergeny Disaster Relief
571076,2010,United States,Jamaica,91010,Administrative costs,2353359.0,31262526.294999998,Administrative
499723,2010,United States,Jamaica,11220,Primary education,2725397.1,31262526.294999998,Education
63961,2010,United States,Jamaica,21050,Air transport,221753.91,31262526.294999998,Trans/Comm
108176,2010,United States,Jamaica,13040,Std control including hiv/aids,2562978.92,31262526.294999998,Health
369325,2010,United States,Jamaica,23064,Nuclear power plants,5633727.0,31262526.294999998,Energy
381124,2010,United States,Jamaica,14031,Basic drinking water supply,49498.6,31262526.294999998,Water
679393,2010,United States,Brazil,11120,Education facilities and training,291962.0,29197445.654,Education
499437,2010,United States,Brazil,70000,"Emergency Assistance and Reconstruction, combinations of purposes",98898.1,29197445.654,Emergeny Disaster Relief
499680,2010,United States,Brazil,31210,Forestry policy & admin. management,98997.1,29197445.654,Agriculture/Env
552535,2010,United States,Brazil,15210,Security system management and reform,336590.0,29197445.654,Civil Society
582277,2010,United States,Brazil,21010,Transport policy & admin. management,158555.0,29197445.654,Trans/Comm
817544,2010,United States,Brazil,13040,Std control including hiv/aids,1812507.0,29197445.654,Health
499678,2010,United States,Brazil,25010,Business support services & institutions,540524.2,29197445.654,Banking/Business
381081,2010,United States,Brazil,23005,"Energy generation and supply, purpose unspecified or does not fit under any other applicable codes",194034.6,29197445.654,Energy
8532,2010,United States,Brazil,91010,Administrative costs,2279318.134,29197445.654,Administrative
655102,2010,United States,Paraguay,32140,Cottage industries & handicraft,250402.0,29115862.073,Agriculture/Env
568216,2010,United States,Paraguay,12250,Infectious disease control,437850.0,29115862.073,Health
595947,2010,United States,Paraguay,25020,Privatisation,633582.0,29115862.073,Banking/Business
841181,2010,United States,Paraguay,15150,Strengthening civil society,989971.0,29115862.073,Civil Society
722224,2010,United States,Paraguay,21050,Air transport,387079.0,29115862.073,Trans/Comm
558265,2010,United States,Paraguay,23064,Nuclear power plants,138291.0,29115862.073,Energy
2996,2010,United States,Paraguay,91010,Administrative costs,820387.3910000001,29115862.073,Administrative
597250,2010,United States,"Macedonia, FYR",11220,Primary education,3837385.0,28891299.024000004,Education
498258,2010,United States,"Macedonia, FYR",31193,Agricultural financial services,98239.8,28891299.024000004,Agriculture/Env
571083,2010,United States,"Macedonia, FYR",15152,Legislatures and political parties,148496.0,28891299.024000004,Civil Society
758897,2010,United States,"Macedonia, FYR",24010,Financial policy & admin. management,494986.0,28891299.024000004,Banking/Business
682159,2010,United States,"Macedonia, FYR",11000,"Education, combinations of purposes",296991.0,28891299.024000004,
878707,2010,United States,"Macedonia, FYR",23010,Energy policy and admin. management,1484960.0,28891299.024000004,Energy
259622,2010,United States,"Macedonia, FYR",72010,Emergency/distress relief,22521.8,28891299.024000004,Emergeny Disaster Relief
3860,2010,United States,"Macedonia, FYR",91010,Administrative costs,1476950.238,28891299.024000004,Administrative
725775,2010,United States,Syria,15150,Democratic participation and civil society,395988.0,28797351.4,Civil Society
239602,2010,United States,Syria,72010,Emergency/distress relief,28254550.4,28797351.4,Emergeny Disaster Relief
424671,2010,United States,Panama,43010,Multisector aid,4927481.1,28570925.747,Agriculture/Env
907555,2010,United States,Panama,16063,Narcotics control,2177940.0,28570925.747,Civil Society
810036,2010,United States,Panama,25010,Business support services and institutions,742478.0,28570925.747,Banking/Business
190194,2010,United States,Panama,12250,Infectious disease control,13810.1,28570925.747,Health
389413,2010,United States,Panama,23064,Nuclear power plants,3611169.7,28570925.747,Energy
218345,2010,United States,Panama,72010,Emergency/distress relief,134150.0,28570925.747,Emergeny Disaster Relief
313981,2010,United States,Panama,91010,Administrative costs,1689729.0,28570925.747,Administrative
363338,2010,United States,Panama,21050,Air transport,771826.1,28570925.747,Trans/Comm
835954,2010,United States,Central African Rep.,15150,Strengthening civil society,940473.0,25473078.5,Civil Society
770524,2010,United States,Central African Rep.,12250,Infectious disease control,538547.0,25473078.5,Health
631387,2010,United States,Central African Rep.,60020,Debt forgiveness,8277702.0,25473078.5,Food
539744,2010,United States,Central African Rep.,72010,Material relief assistance and services,8513747.0,25473078.5,Emergeny Disaster Relief
281486,2010,United States,Central African Rep.,91010,Administrative costs,72513.5,25473078.5,Administrative
163655,2010,United States,Central African Rep.,41030,Bio-diversity,10889.7,25473078.5,Agriculture/Env
631356,2010,United States,Uzbekistan,13000,"Population policies/ programmes and reproductive health, combinations of activities",214605.0,24260123.712,Health
539758,2010,United States,Uzbekistan,72010,Emergency/distress relief,123746.0,24260123.712,Emergeny Disaster Relief
550488,2010,United States,Uzbekistan,43082,Research/scientific institutions,131995.0,24260123.712,Agriculture/Env
618354,2010,United States,Uzbekistan,15110,Public sector policy and adm. management,198984.0,24260123.712,Civil Society
499815,2010,United States,Uzbekistan,11430,Advanced tech. & managerial training,98997.1,24260123.712,Education
431378,2010,United States,Uzbekistan,23064,Nuclear power plants,13031358.4,24260123.712,Energy
3579,2010,United States,Uzbekistan,91010,Administrative costs,1477964.741,24260123.712,Administrative
157210,2010,United States,Chile,23064,Nuclear power plants,13017478.2,22863935.459999997,Energy
561593,2010,United States,Chile,14021,Water supply - large systems,140534.0,22863935.459999997,Water
499687,2010,United States,Chile,15112,Decentralisation and support to subnational govt.,98997.1,22863935.459999997,Civil Society
213811,2010,United States,Chile,31181,Agricultural education/training,16453.3,22863935.459999997,Agriculture/Env
400341,2010,United States,Chile,73010,Reconstruction relief and rehabilitation,1404298.4,22863935.459999997,Emergeny Disaster Relief
153375,2010,United States,Chile,21050,Air transport,77653.31,22863935.459999997,Trans/Comm
927951,2010,United States,Timor-Leste,14020,Water supply & sanit. - large systems,2969910.0,22140895.585,Water
900642,2010,United States,Timor-Leste,25020,Privatisation,1981220.0,22140895.585,Banking/Business
871947,2010,United States,Timor-Leste,15100,"Government and civil society, general, combination of activities",1386240.0,22140895.585,Civil Society
830982,2010,United States,Timor-Leste,13000,"Population policies/ programmes and reproductive health, combinations of activities",3035994.0,22140895.585,Health
638576,2010,United States,Timor-Leste,11000,"Education, combinations of purposes",2204663.0,22140895.585,
55,2010,United States,Timor-Leste,91010,Administrative costs,1856147.307,22140895.585,Administrative
848075,2010,United States,Malaysia,43082,Research/scientific institutions,1057780.0,21225954.400000002,Agriculture/Env
674017,2010,United States,Malaysia,15152,Legislatures and political parties,1076220.0,21225954.400000002,Civil Society
259939,2010,United States,Malaysia,72010,Emergency/distress relief,1064714.3,21225954.400000002,Emergeny Disaster Relief
119843,2010,United States,Malaysia,12191,Medical services,6929.8,21225954.400000002,Health
217315,2010,United States,Malaysia,23064,Nuclear power plants,16783545.5,21225954.400000002,Energy
356839,2010,United States,Cameroon,13040,Std control including hiv/aids,3722232.7,20999046.700000003,Health
949582,2010,United States,Cameroon,43010,Multisector aid,4367460.0,20999046.700000003,Agriculture/Env
722537,2010,United States,Cameroon,23064,Nuclear power plants,387886.0,20999046.700000003,Energy
511177,2010,United States,Cameroon,72040,Emergency food aid,834645.0,20999046.700000003,Emergeny Disaster Relief
294177,2010,United States,Cameroon,15170,Women's equality organisations and institutions,28535.9,20999046.700000003,Civil Society
214025,2010,United States,Cameroon,52010,Food security programmes/food aid,4785674.7,20999046.700000003,Food
571067,2010,United States,"Congo, Rep.",15150,Strengthening civil society,148496.0,20109760.3,Civil Society
989490,2010,United States,"Congo, Rep.",60020,Debt forgiveness,11312100.0,20109760.3,Food
685282,2010,United States,"Congo, Rep.",12250,Infectious disease control,794433.0,20109760.3,Health
300446,2010,United States,"Congo, Rep.",41030,Bio-diversity,1012165.3999999999,20109760.3,Agriculture/Env
359731,2010,United States,"Congo, Rep.",72040,Emergency food aid,2979317.7,20109760.3,Emergeny Disaster Relief
328158,2010,United States,"Congo, Rep.",23064,Nuclear power plants,35693.4,20109760.3,Energy
499711,2010,United States,Guinea,13000,"Population policies/ programmes and reproductive health, combinations of activities",2583825.1,19572963.042999998,Health
894216,2010,United States,Guinea,43010,Multisector aid,1814120.0,19572963.042999998,Agriculture/Env
801233,2010,United States,Guinea,72010,Emergency/distress relief,692980.0,19572963.042999998,Emergeny Disaster Relief
790555,2010,United States,Guinea,15100,"Government and civil society, general, combination of activities",631602.0,19572963.042999998,Civil Society
558686,2010,United States,Guinea,91010,Administrative costs,1118668.0,19572963.042999998,Administrative
448410,2010,United States,Libya,16061,Culture and recreation,73752.9,17873135.7,Civil Society
810798,2010,United States,Libya,43082,Research/scientific institutions,747428.0,17873135.7,Agriculture/Env
300268,2010,United States,Libya,23064,Nuclear power plants,16869899.1,17873135.7,Energy
533045,2010,United States,"Far East Asia, regional",13040,Std control including hiv/aids,645754.0,17695118.071,Health
817556,2010,United States,"Far East Asia, regional",15160,Human rights,791977.0,17695118.071,Civil Society
725725,2010,United States,"Far East Asia, regional",72010,Emergency/distress relief,12770638.0,17695118.071,Emergeny Disaster Relief
609984,2010,United States,"Far East Asia, regional",41081,Environmental education/training,188882.0,17695118.071,Agriculture/Env
604977,2010,United States,"Far East Asia, regional",23064,Nuclear power plants,183145.0,17695118.071,Energy
398500,2010,United States,"Far East Asia, regional",91010,Administrative costs,123995.9,17695118.071,Administrative
625776,2010,United States,Djibouti,12250,Infectious & Parasitic disease control,207894.0,17641115.41,Health
966858,2010,United States,Djibouti,23064,Nuclear power plants,6251470.0,17641115.41,Energy
944155,2010,United States,Djibouti,11220,Primary education,3959880.0,17641115.41,Education
841084,2010,United States,Djibouti,73010,Reconstruction relief and rehabilitation,989971.0,17641115.41,Emergeny Disaster Relief
837641,2010,United States,Djibouti,91010,Administrative costs,957302.0,17641115.41,Administrative
830293,2010,United States,Djibouti,15000,"Government and civil society, combination of activities",890974.0,17641115.41,Civil Society
617303,2010,United States,Djibouti,43082,Research/scientific institutions,197994.0,17641115.41,Agriculture/Env
197888,2010,United States,Djibouti,52010,Food aid/Food security programmes,152356.7,17641115.41,Food
481324,2010,United States,Guyana,33110,Trade policy and administrative management,387078.4,17026928.532,Agriculture/Env
733002,2010,United States,Guyana,15140,Government administration,415788.0,17026928.532,Civil Society
599861,2010,United States,Guyana,25020,Privatisation,177205.0,17026928.532,Banking/Business
163812,2010,United States,Guyana,13040,Std control including hiv/aids,11304456.8,17026928.532,Health
65801,2010,United States,Guyana,99810,Sectors not specified,10357.08,17026928.532,Administrative
674285,2010,United States,Turkmenistan,11420,Higher education,594488.0,15907359.257,Education
551973,2010,United States,Turkmenistan,12263,Tuberculosis control,489657.0,15907359.257,Health
575366,2010,United States,Turkmenistan,15160,Human rights,152089.0,15907359.257,Civil Society
656453,2010,United States,Turkmenistan,72010,Emergency/distress relief,252443.0,15907359.257,Emergeny Disaster Relief
667898,2010,United States,Turkmenistan,43010,Multisector aid,2664393.0,15907359.257,Agriculture/Env
685010,2010,United States,Turkmenistan,23005,"Energy generation and supply, purpose unspecified or does not fit under any other applicable codes",890974.0,15907359.257,Energy
495951,2010,United States,Turkmenistan,25010,Business support services & institutions,97017.2,15907359.257,Banking/Business
13196,2010,United States,Turkmenistan,99810,Sectors not specified,4586.535,15907359.257,Administrative
571099,2010,United States,Palau,12110,Health policy & admin. management,148496.0,14894160.0,Health
829755,2010,United States,Palau,43010,Multisector aid,14745664.0,14894160.0,Agriculture/Env
495822,2010,United States,Mauritania,43010,Multisector aid,1564663.0,14298998.81,Agriculture/Env
841143,2010,United States,Mauritania,15240,Reintegration and salw control,989971.0,14298998.81,Civil Society
811215,2010,United States,Mauritania,12250,Infectious disease control,749987.0,14298998.81,Health
758629,2010,United States,Mauritania,72010,Emergency/distress relief,2870343.0,14298998.81,Emergeny Disaster Relief
